EncryptedText,Shift
"PgHWd,TkLAh,4",8
"hGqtsBT,yXhkjSK,17",9
"cczql,ggdup,",15
"DjzDgKtTByrjLKZVO,WcsWzDmMUrkcEDSOH,",1
"vQsJSZJXVaM,sNpGPWGU",5
"sQtmYEsEDdBd,oMpiUAoAZzXz,22",15
"iqjyfhKojxSSiaJAqM,fngvceH",25
mnoKDIYTANAw,15
"yYbuxLDdOAsDbLAJSB,vVyru",19
"BALvXrDxJ,UTEoQkWqC,1",21
"UXamPgzzsyhdKjF,GJmyBsllektpW",5
"VcmwsBh,ZgqawFl,4",25
"AaOKiQNsBfwh,YyMIgOLqZduf,24",5
"yrMLSIdgdLQX,slGFMCxaxFKR,20",24
"sOAFijhp,lHTYbcai,19",3
"LcpwsQUGUzDmwFe,MdqxtRVHVaEnxGf,1",17
"UumwSlrFKbee,HhzjF",19
"EDZ IkB SYwl,FEA JlC TZxm,1",4
"CYzshkGhoMudoCJrtpp,VRslad",5
"phaVUzAKuBirhvEeu,yqjEDiJTdKraqeNnd,9",12
"MIoLZWBjbIM,VRxUIFK",8
"hbyQJLhoBC,aurJCEahUV,19",16
"SIhfya,TJigzb,1",24
"HbaVrKqkso,DxwRnGm",10
"rqfeMg,wvkjRl,5",4
"oQjEBtGbFpzE,wY",3
"goNYnI SDynWVIOuhBw,ygFQfA KVqfONA",24
"hjVkN,ikWlO,1",4
"HXpjIMlUoj,",24
"IvOSujd,FsLPrga,23",21
"FpEZZSfRhsTf,VfUPPIvHxiJv,16",12
"LEFhr,OHIku,3",23
"DesKXSEzjGIt,YznFSNZueBDo,21",21
"XzSXzEeDQUIPIh,NpINpUuTGKYFYx,16",5
"FNIHCg,HPKJEi,2",2
"jGGNvvJN k,qNNUccQU r,7",23
"HwHmcZpzEqhEEtgVTrd,WlWb",17
"vbSRPd ,hnEDBp ,12",17
"tLdpoq,rJbn",20
"HaDpkmGIwB,CvYkfhBDrW,21",7
"tMB EVC,sLA DUB",5
"crbfG,mblpQ,10",5
"XoQHPlHcKWC,DuWNVrNiQCI,6",14
EYuOEABlPEvSK,12
etBcLcJNEa,19
"uDytEmpNuOPsMt IJW,fOjePxaY",1
"uAAiBjSiBFvaGfJG, fL",6
"rLQaGlIttV,pJOyEjGrrT,24",13
"eFaSTrQ,iJeWXvU,4",13
"DuudT,QhhqG,13",23
"aEDEOphO,cG",12
"KXBCLOkzZLo,HUYZILhwWIl,23",17
"xdNtXbHoARFhjnVo,tzJpT",21
"HgawthqgCLnyZydsU,Yx",9
FHOjRNUEUXIHWVsWZRR,22
"fAiTcHYtbXqzeKKJ,aVdOxCTowSluzFFE,21",13
"yFNyU vywnce,jQY",5
xyuoCiVGxICIDIkQ,10
"Vp PjlYKexfslmOj,Ys Smo",2
"RabGiWTUA,YhiNpDABH,7",8
"dtAWhXvEhxak,brYUfVtCfvyi,24",19
"uYRB nl ,sWPZ lj ,24",22
"nHjaqKizQ dEwzoRKuL,wQsjzTriZ mNfixATdU,9",3
"KLeOLmW,TUnXUvF,9",18
qnmZjgApaIte,3
"Yr JPXwwaQUhjywYqqY,Bu MSA",8
"ysOfUerjfPC BbSmMxlC,eyUlAkxplVI HhYsSdrI",25
"gCK aokFrINbWRw ,qM",7
"KOXVmb,FJSQhw,21",10
"qsfZrxmymXhHrzGnvL,",22
"PxGEiagWgxmGGBJBcF,VdMKogmCmdsMMHPHiL,",20
kUDUnUXwlBq,24
"bhyPmDb,hneVsJh,6",20
"MjXeEDIdhQTLKmh KhjJ,GdRyYXCxbKNF",15
mqmfdLlnzE,19
"mKjMxzuxi kgbEk,bZyBmojmx zvq",3
"TxodYt,WargBw,3",10
SAKcjlwKmmnQRp,24
hSrKWullDayCcj ebWg,20
"XpMuiyNgFiJJqEOhmg,KcZhvlAtSvWWdRBuzt,13",4
"rRsgItzn,uUvjLwcq,3",22
"L YTpcaGCf,C PKg",23
"Acxggov,Bdyhhpw,1",11
"fAwZTLVAABkqsDsmwrxF,dYuXRJTY",8
"revOF,vizSJ,4",20
"fosknPbGKGMeyVhzphLO,xgkcfHtYCYE",5
WOGouYGBYHCuLl,15
"TUVKD,OPQFY,21",7
"onVYyRDkLiGFHjHlB,hgORrKWdEbZ",7
"YKihJThBTrZFB,MYwvX",8
orjFHnHpDAhaxc KD,10
"lWePDCPNUQOetI,qBjUIHUSZV",20
"UCyEs wjfJsRrL Kqv,HPlRf jwsWfEeY Xdi,13",10
"WqgwocmDol,ZtjzrfpGro,3",12
"CfBSfRFV d,Vy",9
"PHYhVVwKonMqY,QIZiWWxLpoNrZ,1",25
"uUHZSYDzO, zZMEXDIeT,5",10
"sBgMmSSvhXipjZTDCN,oX",5
"njt m,fbl e,18",5
"SevvwHl,EqhhiTx,12",6
"TtPZDdQrAvIYuagbbHff,KkGQUuHiRmZPlrxss",13
"sXurNrpR,mRolHljL,20",12
"moALabT BfNoHtL,prDOdeW E",23
"ovmNCDvU,mtkLABtS,24",12
"JknsyKHFQjnscqzlI,OpsxdPMKVosxhveqN,5",1
"dsXKcCUCj,qfKXpPHPw,13",12
"tmSukXGfCt,piOqg",15
"GjwmNetNhaAFIf,SviyZqfZtmMRUr,12",7
"gzUTAQlolTYF,atONUKfifNSZ,20",6
"uHCtgxKEQzHwZM,lYTkxoBVHqYnQD,17",22
"upLgRAjBye,wrNiTClDag,2",5
"zCbChtbNTSGGp,cFeFkweQWVJJs,3",2
"OA YvU,EQ OlK,16",25
"cwYnjd,xrTiey,21",21
"FzLCypqgR,UoARnefvG,15",13
"CpFuUNmvUI,DqGvVOnwVJ,1",2
"WReXmNjJr QtfANOHO,OJwPeFbBj IlxSFGZG,18",2
"zkCJMDhVZsKatVZOQOW,yjBILCgUYrJzsUYNP",18
"NbHJsrQBXpCu,BpVXgfEPLdQi,14",13
bkmqhbHJKfpLJ,19
"yGrDXcs,pXiUOtj,17",16
"yxIEvximeFzOM,hgRNe",8
"utgecjA YDIcxluFk wW,rq",4
jdLOjMWsVLu,9
"MtHBjFar,GnBVdZul,20",7
"UuDfWwtH,RrAcTtqE,23",12
"rISYb,dUEKn,12",18
"jhHWszR ,usSHdkC ,11",2
"GYuMoyFOJmlm,WOkCeoVEZcbc",24
"fkYQZ,rwKCL,12",17
"sRkdAfKagecMAAFtxYed,aZslInSiomkUIINbfGml,8",11
"ZAaliykggYVKLiKlbF,MNnyvlxttLIXYvXyoS,13",24
"WUvWvrca,KIjKjfqo,",2
"EHFpUAFENv,KNLvAGLKTb,6",12
"gbVl hzGTQsMRdahDtp,faU",25
"CTlhnzpxhXvbzpzDT,WNfbhtjrbRpvtjt",8
BiDAStkLfEArtwYjx,6
"dTPJPVlNbQUcrVqqEOg,yOKEKQgIwLPx",23
"HuAgq QPSOogFH,KxDjt",9
"SzX S CDvsWsf,AhF ",14
"LCAhajCdtsmB,RIGngpIjzysH,6",25
"yjPjBuF,teKeWpA,21",6
"QyGmcccuqxiIAzWB,FnVbrrrjfmxXPoLQ,15",25
"UTSnTXCIHoGEINaB,JIHcIMRXW",19
"CmLVRm,WgFPLg,20",17
"eFIrTVARwT,cDGpRTYPuR,24",16
"lJtMBvzCIEEMtNtc,pNxQFzdGMIIQxRxg,4",7
"gsfukNugVW uOKUv,kwjyoRykZA ySOYz,4",3
"xqEyyCBMqMtxBFiDL,tmAuuYXImIptXBeZH,22",21
"YQUFVycTXNB,",7
"JGSqNzuTHYxEkQkZK,XU",4
"dsTdxOGc,peFpjASo,1",14
"IHhTT ,DCcOO ,21",8
"PpfqZMk PtOH ,Q",7
"zMsQGy,vIoMCu,",5
"BZCnWlKR,SQTeNcBI,17",22
"mJLHBHoRukULHYfe qF,vS",13
"fVnZutvqZn,",3
"PmQBRbPCfWwTYw,AxBMCmANqHhEJh,11",19
"fM LZvlzq ,iP OCy",22
"MNKnpyA,IJGjluW,22",4
"IaMEctclcoESQ,UmYQofoxoaQEC,12",22
qfGrxBSfYpb,22
"KVRXjMoKnubkIJiFSfS,ZKGMyBdZcjqzXYxUHuH,15",13
"MeUDBUfOinB,WoENLEpY",12
"DbAcZlvz,PnMoLxhl,12",16
"ByNta,NkZf",23
"T wiFLJm dWI,N qcZFDg xQC,20",18
"XNKoN,CSPtS,",22
"UYqpAFi TgBRVcgCD,ZDvuFKn YlGWAhlHI,5",18
"BgxqOQlPAJLDNGvYz,DizsQS",10
"hXhNTyMSx,kAkQWbPVa,3",22
"dQXdvOCv,qDKqiBPi,13",1
"gIvIugcX,eGtGseaV,24",25
"TSNJTvcFID,POJFPryBEZ,22",2
"KUAIeLb,YIOWsZp,14",6
"UaIusIF,HnVhfVS,13",11
"syBmSwoDBsKY,xdGrXbtIGxPD",21
"WHZCZbGhJQtI,UFXAXzE",1
"gprMIsGknod,vegBXhVzcds,15",5
"pSQGSnLRgmpdz,aDBRDyWCrxaok,11",22
XfzyimFHnymB,14
"tkCSyYtgeOD,evNDjJerpZO,11",22
"xVYejDq,rPSydXk,20",16
"ahdsvsCJSWgutuY,qxtiliSZIMwkjkO,16",2
"LqSrfgLKFvmo RCQpp,FkM",19
"FhfXpvBrqtVnEF,ZbzRjpVlkn",12
CtrBIhmRcscHd,4
"zfpgrU,qwgxiL,17",22
"OPdWIwWISxwjOBIRSgsJ,ABpIUiIUEjivANUDEseV,12",19
"wTrJrMJf,oLjBjEBx,18",7
"ZYNueqONscCc,LKZgqcAZeoOo,12",17
AxWpRuKRnr,17
pBmHcCBrfRep,15
"RqjYSQo,KjcRLJh,1",4
"KpHNpLZ EqOpJIEpOGg,BgYEgCQ VhFgAZVgFXx,17",5
"KstrPXFKHysPoqXIzqW ,U",19
"ZbZWo,YaYVn,",9
"vyLJwjp sqqlTFRbvj,uxKIvio rppkSE",13
"dt UYBIajxByojbVWA,zp QUXEwft",19
YhdevuhxFIblkiFhX,12
"RdaVl,PbyTj,",25
"nKZtngxw,qNCwqjaz,3",1
"udXoITacthZMNlCHu R,oxRiCNuwnbTGHfWBo",10
"mNlGNhEyEhrC,uVtOVpMgMpzK,8",8
"zcYvpwxyoqlzmIn,twSpjqrsikftgCh,20",13
"bEEDIdjyuhHH,aDDCHcixtgGG,25",18
"lxTJXdHjTaIq,eqMCQwAcMtBj,19",25
"IoKfoUJKrBogvR,",20
"JghyyZyOrlaR,Urs",16
"xvwOOpfpR,ljkCCdtdF,14",18
"CWMjfRtEWgho,KEUrnZbMEopw,8",11
"OHIbKWr,QJKdMYt,2",23
"TIjfzcCPUyO,GVwsmpPCHlB,1",24
"yThlnFsjRK,pKyceWjaIB,17",15
"pDCPnXWraOMqiuC,bPOBzJIdmAYcugO,12",11
"KSULSqb,JRTKRpa,25",22
"sceRwOB,kuwJoGT,18",20
"aCSOUa, hJZVBh,7",15
"tclJXx,dmvTHh,10",10
"XZNorSOnopVZtBuBBWr,MOCd",11
hRoDqxgfwgKiItmW,25
"tiLNVtTVFJqJTXsXB,gvYAIgGISWdWGKfKO,13",8
"JAnSvhhmN,OFsXammrS",20
"XchxuGtxgbU ,ChmczLyclgZ ,5",14
"WOnugag,ZRqxjdj,3",5
"JBGKrrcROtvBY,HZEIppaPMrtZ",20
"whnHwyMeKSVozg,bmsMbdRjPXAtel,5",11
"zViWEyXhvI,lHuIQkJth",20
"wwaaDobj,ddhhKviq,7",21
"XvgehREMBHsR,OmxvyIVDSYjI,17",14
"ygAlJVR,qySdBNJ,18",4
"TLtlScbUWPlcEyBKPbZ,D",5
"JaUTWriSx,LcWVYtkUz,2",24
"nmvXGUVliZ,wveGPDEurI,9",16
"npODN,xzYNX,10",23
"DwYhaqCMIHhCth,ZsUdwmYIEDdYpd,22",24
"iXCiKy,eTYeGu,22",24
"bSvNyx,oFiAlk,13",5
mqLMQstvxtaxFqkgHnR,14
"SXhoPZMvSY,",16
"cmzAVXGJppJs,dnaBWYHKqqKt,1",2
"FVxnB,LBdtH,6",17
"VuDnbmUKrFPTCGrcC,GfOymxFVcQAENRcnN,11",17
"HwrmIHAEvcey,ShcxTSLPgnpj,11",18
"WBNbTlLpLftwPmLwHQ,LQCq",7
"MvLSKymrJxsEcvKJ,SbRYQ",18
"nQoGHGdXZbhkF,mPnFGFcWYagjE,25",21
"NxkyATOSCdt,LviwYR",18
"Cpx qRw,Dqy rSx,1",9
"YTgZoPlLt SvhCPQJQ,QLyRgHdDl KnzUHIBI,18",4
"asYhQeGYfkCjTcsVpX,iaGpYmOGnsKrBkaDxF,8",1
"ZLSHfj,GSZOmq,7",20
"XeOSFMewuOOhPA,WdNRELdvtNNgOZ,25",3
"XctriWEjCaJlIJW,Dizx",15
"aszROcv,yqxPMat,24",19
"iNTtGREPzYjwFyeopb,gLRr",8
"ZkWNYoesBfLJ,AlXOZpftCgM",15
"TFjOvbWRV,PBfKrxSNR,22",21
"rIkYFiVxJCK,cTv",2
"N pWFKyieJFHLvdZeph,T vCLQeokPLNRbjFkvn,6",3
"puTACg,inMTVz,19",22
"OUWFPQSSbMQM,XDF",12
"WZfuvINotqymCGX,VYetuHMnspxlBFW,25",21
"lCRCi,yPEPv,13",19
"nZcaW,uGjhD,7",14
"Thy zlAcrQeaqooWOpP,Jxo pbQshGuqgeeMEfF",15
"FUcVnGelTjKI,V",13
"VYiWD,GJtHO,11",4
"Ti HriDcyMJg,Zo NxoJieSPm,6",18
"VdhGT,QycBO,21",9
"LCWkuCA kxih,WNHvfNL vit",18
"WwXhpmudgYOy,ZzAkspxgjBRb,3",14
"JgPeXU,MjShAX,3",24
"KQJRPytuaBofxAD,Q",12
"EarCdO,JfwHiT,5",14
"dsgkMFbZmNCnttL,vkycEXtReFUfl",7
"OtZyHahNtXjHmtsTmH,KpVuDwdJpTf",20
"OZOTkYzptssg,EPEJaOpfjiiw,16",14
"SsPtCeMOeYJke,HhEiRt",12
"orhiDh,ybrsNr,10",15
"zsaX ,cvdA ,3",22
"VqXtSXRanz,NiPlKPJsfr,18",25
"ksyknWN,emsehQH,20",4
"pdQjtEYkx tHF,bpCvf",23
"ZrKpecH,NfYdsqV,14",16
"FEUKZ oL Qu,HGWM",22
"dPIsSrPTMpxJ,yKDnNmKOHk",8
"VKnEJauJmS,BQtKPgaPsY,6",1
"zAcvZvkr,iJleIeta,9",17
"VacJcmyBRSAs,EjlS",15
"qKnPvLhp,tNqSyOks,3",6
"uCVVBBSMfCrz,nVOOUULFyV",12
VfziZDSxPfRPwF,16
"DDBFs,NNLPc,10",18
"zyGxNGDO,tsArHAXI,20",11
"liGfwRvMVrIiUetOEtE,zwU",23
"zzPDWjag,ooESLypv,15",10
"ntsPCHOmj,syxUHMTro,5",25
"VxaKsMgdF,KmpZhBvsU,15",22
"yHpcoxJnOkhXAP,pYgtfoAeFbyORG,1",5
"OuTMuMTbHLEnSTFu,YeDWeWDlRVOxCDPe",11
"CEVjpJrQfAHIkg,QSJxdXfEtOVWyu,14",14
"kziTEoYeeuH,mbkVGqAggwJ,2",2
MWFoSGyYypdf,17
"oXodak,bKbqnx,13",1
"YzK Xwmj,HiT Gfvs,9",22
"xWfFKa,zYhHMc,2",7
"vOJoAFfo BCrhFCsJF,gZUzLQ",17
"TolxMGYBwmlgjn,SnkwLFXAvlkfim,25",9
"dxMibyEhkcBqOW,wqFburXadvUjHP,19",21
"HiBzTekxqyPrZhwh B,IjCaUflyrzQsAixi C,1",25
"UGqJJ,VHrKK,1",17
"gKvuYUgjuCWraRXvIUzE,bFqpTPbepXRmvMS",13
"dxapaWxLPSdc,mgjyjFgUYBml,9",18
"VADeLfLGhyzqLfFk,QVYzGaGBctulGaAf,21",23
"NdslRb,Aqf",12
"fbQMAE,rnCYMQ,12",9
"ExdNla,IbhRpe,4",11
"uNYhbutjMKom,vOZic",8
"TsYxxT,KjPooK,17",13
"MBf CNYkqgad,APt QBMyeuor,14",20
"ZEAsSok,HMIaAws,8",17
"GTKlVtJLaRQsYUX,V",20
"UxLYQkLH,PsGTLf",22
"TvolXShmsrEaAyAL,FhaxJ",19
"XUMDfxIERtn,GD",10
"mKr o,iGn k,22",21
"PUukrFFWYoMHhe,LQqgnBBSUkIDd",5
"wdkbiKVIZ,dkri",16
"gvdOjoRBdsuKjObT,pemXs",5
"mHNZAFc,sNTFGLi,6",19
"JumwgCgC,Dogq",14
"rIOWNmdlnauav,bSYGXwnvxkekf,10",1
"FApFnJ,IDsIqM,3",19
"VYIuoF xX,BEOauL dD,6",22
"KlalFqw,ZapaUfl,15",20
"fwOIvDGQPYUuvOVtbx,gxPJwEHRQZVvwPW",17
"bKUWf V,tCMOx N,18",19
"yknYBFMXVuk,ug",25
"PgWaSIeFaDNmGljJA,SjZ",23
"lusWEpgQkGgSbUJ,mv",1
"EImtNsfX,OSwd",8
"UvLCzUVLcnDNvk,Hi",13
"GTQIqTCcQOW,ANKCkNWwKIQ,20",22
"vBHEbvJ,gMSPmgU,11",21
"epdCsgy,rcqPftl,13",8
"rJZqiGZx,sKArjHAy,1",11
"ojTQCGXkmLaGpljeQqVJ,vqA",14
"QWxYL,GMnOB,16",11
"KGEoedjUBBaUKwP,SOMwmlrCJJiCSeX,8",16
"SJcfO,WNgjS,4",7
"VysTorXF,BeyZuxDL,6",9
"CmbizlUtDUdJaWopC,Vfubs",8
"pEaVmN DqZ,hWsNeF ViR,18",4
"xFTbp,vDRzn,24",14
"bQMnNiPcT,lAWx",18
"tATMsTnCtlPSyOZs,iPIBhIcRiaEHnDOh,15",5
fCvNctORUVHDQI,7
"fcQAIRDeFiYOiQQKGnUD,ebPZHQCdEhXNhPPJFmTC,25",17
"SbQWfajxCTualrCht,EnCIrmvjO",8
"QsdaFsurhw,NpaxCproet,23",18
"SueZulOJ ddUF,XzjEzqTO iiZK,5",12
"bOzTiYVsObXR,cPaUjZWtPcYS,1",20
"AgSs PyWWL,PvHh EnLLA,15",23
"ZMrquopbypWMKIVx,FSxwauvhevCSQOBd",15
"TEI gxwGohBKfKB,XIM kbaKslFOjOF,4",13
"HKyOADpplegEUpOsUfO,DGuKWZllhacAQlKoQbK,22",25
"NwxaZfyvHozDkPcIE,HqruTzsp",19
"sPNRXgl,tQOSYhm,1",12
kYlVoDDMlcM,20
"ITUOaF,HSTNzE,25",17
zwlyNaOZviACuPm,20
"QfsdiY,BqdotJ,11",13
"vxzDywOQyE TYmdmgT,qsuYtrJLtZ OThyh",4
"ljPQAraekPGBKroXZHb,dbHISjswcHYTCjgPRZt,18",6
"bzroTTLoyF,xvnkPPHkuB,22",20
"KIByftzR qL,PNGdkyeW vQ,5",20
"LVskaLhDIYiTzQWHoX,DNkcsDzVAQaLrIOZgP,1",2
"sBCfzgPB, gPQtnuDP,14",4
uKLXnfxkIuPMDmxDy,23
"e Spl,o Czv,10",21
"fzJZPsaME,gaKAQtbNF,1",23
"OWhCDe,DLwRSt,",17
"oWDEkv,iQXYep,20",3
"EATegkhqV,AWPacgdmR,22",25
kIEAiahqFdMRvw,25
"VvugmLZQ,YyxjpOCT,3",20
"IyJuenGvQfPtgQJZOG,SiTeoxQfApZdqATJYQ,1",4
"EyIviqSxluN,MgQdqyAftcV,8",5
"YqJalFb,RjCte",22
"QvdKT,InvCL,18",21
"CpUfz,SfKvp,",15
"JfFvQWOqIvdvRFY,MiIyTZRtLygyUIB,3",24
"QagTIenKgrgdfGj,Zjp",21
"PxacPWjHOyP,CknpCJwUBlC,13",18
YO cpDgLwX,21
"eCJhGYtDZDN,mKRpOGbLHLV,8",3
"FwetPSC,OfncYBL,9",24
"tHRwvBrVzUXAmo,jXHmlRhLpKNQce,16",19
"cZNwkfHVnirzUcNj,lIWftoQEwraiD",22
"OASjAjqR,PBTkBkrS,1",18
"ATAGNJaqfWVFjiPNzEJW,MFMSZVmcrIHRvuBZlQVI,12",2
"hdRYu PYkAjPiBrKLNwW,okYFb ",12
"VUpaY,DCxiG,8",25
"Vz HigFwxhloXLd,Dh PqoNefptwFTl,8",16
"TmQSgHvarF HIuq,QjNPdEsxoC EFrn,",10
"YUzAkKNLJMatCkfWa,XTyZjJMKILzsBjeVz,25",19
"qTsyzcCmsjtxGgt,",5
"VvBtCcztrUs,JjPhQq",20
"xUYv Atz spBwBWKiJ,oLPm",11
"wKYwObpbtIkgdq,eSGeWjxjb",2
"uQwgNmCExp,xTzjQpFHas,3",19
"OHQnWuJnGmOxucuWu,TMVsBzOsLrTczhzBz,5",23
"hmNjVrfksnGNdzaxjE,fkLhTpdiqlELbxyvhC,24",7
"IWowVPHcdRiKQCccS,SGygFZRmnBsUAMmmC,10",12
"AgeMRHwl,LrpXCShw,11",10
"zxdzP,igmiY,9",9
"LEvDVEhzHnclY,RKbJBKnfNtirE,6",15
"ddmwMmpmvPmsqRva,llueUu",23
"qCFOLUCYJFY,gSVEBKSOZVO,16",7
"fhQzbNWlmEBhXx,ikTceQZopHEkAa,3",15
"cEFvtFCO,aC",7
"MsypgSgjFRdhfNrvikvJ,FlrizL",25
"wZYEeAbRD,pSRX",10
"oyGIUAOjEj,zjRTFLZuPu,11",11
"waaUaKdSPBYfMsKOC,yccWcMf",13
"mUOMlUtghSbzfFX,aICAzIhuvG",9
"BTpCgqBWo,VNjWakVQi,20",15
"wpncYWY,pigvRPR,19",13
"wIcwtNfZChjp Idn,bNhbySkEHmou Nis,5",14
JocHxuDZtFwUYj,22
"hmogPNYLnCnPIBpux,qvxpYWHUwLwYR",20
"VRxn TWe,AWcs YBj,5",8
"DHmRwfXlnrgPVkK,AEjOtcUikodMShH,23",11
XPvtamKTPOzoOWZd,6
"SKsQIkFpVwfOGEX,BTbZRtOyEfoXPNG,9",25
LAzsDJlCUpCVNRv,10
"OonZPOWMroEEPYuA,TtsEUTBRw",12
mCjlFRXtBlSkF,20
"VemlPdBhKX, ZiqpThFlOB,4",14
cgtvkxzFnW,3
"ukBRkEoKfngVglQCOs,rhYOhBlHc",25
"KrEWdnS,CjWOvfK,18",5
"gLVmVTheAVvA,zEOf",20
"mdVNlyhADeNEQEHTLw,xoGYwj",13
"glWYsoXWerKnJHKT,nsDFzvEDlyRuQORA,7",24
"hMhzCVXBF,bGbtWPRVZ,20",9
"laiTotWGixzPoTgY,ujrCxcFPrgiYxCpH,9",10
"HaEoNPuVznZEmZ,TmQaZBgHlzLQyL,12",10
"nIjylTDbLkeQv,sNodqYIgQpjVa,5",20
"qcWGsTidbu,iuOYkLavtm,18",7
"rgqmYPuQqhHWP,apzvHYdZzqQFY,9",23
Hc GXeopcIyeVe,6
"RZTuQLsak, XFZaWRygq,6",5
"jqnOSq,nurS",23
"pnoecbomKMntnG,trsigfsqOQrxrK,4",19
yRiFBGoacjl,24
"nHLFEe THpeEOgzNH,lFJDCc RFncCMexLF,24",6
fWylkrMLBxj,6
"poRiaKDbpbFcjXO,nmPgyIBznzDahVM,24",16
"bDXrALkVEKeal,dFZtCNmXGMgcn,2",24
"ncXxScmHOn,dsNnIscXEd,16",5
"kswkAeaHFXoEGYIb,gos",9
"aIhGT,kSrQD,10",23
"RgB KMLgamixEFOIhnu,IxS BDCxrdzoVWFZyel,17",10
"HikmzsBD,StvxkdMO,11",11
"dJSwY,eKTxZ,1",10
"qMznvlvsaUR,pLymukurzTQ,25",5
"cTtTrLDJrwhd,uLlLjDVBjozv,18",7
"mSFFJLj,pVIIMOm,3",17
"kYNKVAI,tHWTEJR,",2
"rieDgI,hyuTwY,16",14
"cAqvSAnFKAJSwLjdHdYp,vTjoLTgYDTC",14
"TqvyVeMZLxjyNsHWRVcf,JgloLu",15
"BEKWfvTA,MPVHq",9
"iBkoGwowyHM,cVeiAq",6
"VOWOSRCbJoXFTAH,DWEWAZKjRwFNBIP,8",2
"ufTCYNG,fqENJYR,11",13
hsCpGPYNzDCOWEp,2
"BGBuv,PUPij,14",13
"KLZvnB,GHVrjX,22",15
"xNhoQXn,lBvcELb,14",19
"bBYgxDU bZXaPh,fF",9
"ENZiqi WL ,",7
"vmUjRMXkaFwk ,mdLaIDO",20
"VshsZKksusm,UrgrYJjrtrl",5
"Ikfnz,Oqltf",18
"NIudEhypWKXPEV,",12
kzcVNfTmNOmm,6
"XFsVlrOX,P",18
"exRIHk,ngARQt",6
"VzratysyoguWFIGpaexN,UyqzsxrxnftVEHFozdwM,25",22
"MgYmNkGxi,JdVjKhDuf,23",25
"ByTduJiyd,ZwRbsHgwb,24",3
"DGDuzfQGHyabQfp,UXUlqwHXYprsHwg,17",21
"OCQizfZHJKugohK,CQEwntNVXYiu",19
"IqztGdOoxbZ,BjsmZwHhquS",16
"dQzQCUDcXoXiV,oBkBNFOnIzItG,11",10
"qVpBArnDmGR,rWqCBso",12
MIogLVsQWGzFK,23
"zJsdWEIz,uEnyRZDu,21",18
"KpjRo,BgaIf,17",14
"rkegQsZQUBm,ibvxHjQHLSd,17",10
MxWS nTpUxfY,7
"QbIJLfjBSKTWkQZmN,DoVWYswOFXGJxDMzA,13",14
"kPysZOvPXfQaZ,mRauBQxRZhScB,2",7
BKHAUzSjolIk ,25
"uzJjlSwSGVPxRVncff,fkUuwDhDRGAiCGynqq,11",19
"dhtYxhHphblbz,qugLkuUcuoyom,13",17
"zqqo JB,tkki DV,20",25
"UqVlf,IeJzt,14",14
"v geXvhForoGxFfyxuyl,h sqJ",15
kiLGvkxqfrzX,11
"MiSsiC,SoYyoI,6",24
"cBfDKI ruwLp,xWaYFD mprGk,21",14
"kBLvU,lCMwV,1",9
"ldmHcuQ,asbWrjF,15",5
"USOQREVlttA,N",21
"XMZRNJMRVwnkpH qSLZ,PERJ",7
"aFEiqIaVCRKA,mRQucUm",25
"ZIkKHvYRFR,CLnNKyBUIU,3",1
"RkMUprDFYscSa,WpRZuwI",14
"BfyMRsfei,KohVAbonr,9",6
"kIymypVBQJHApU,hFvjvmSYNGEXmR,23",19
mTYpRZpmYWRvbI,13
"RQBgv,EDOti,13",17
"DVyLSEQMUcph,SKnAHTFBJre",21
"dkkUgW,nuuEqG,10",5
"NcbzyIDTKMurrH,Ixwut",2
"lVDM VrJVVSJPC,jTBK TpHTTQHNA,24",11
"cfINXBkf,xaDISWfa,21",18
"VumqSuBxth,QphlNpWsoc,21",14
"fDIleyZVCYRSBTWFlk,rPUxqkLHOKDENFIRxw,12",20
"qMMmzuf ,oKKkxsd",23
"zpMpKSmLkbIYqPQ,pfCfAIcBarYOgFG,16",4
"FfEwApliqzN,AaZrVk",20
"sYKdjN  NfYlUWEvdDW,zFRkqU  UmFsBDLc",23
"birezlGSC,fmvi",25
"PZUXKgp ,C",24
"grKZHQKoxzMDwjrQIMEs,fqJYGPJnwyLCviqPHLDr,25",6
"BqfeXUPCrmL,Rgv",25
"okxfOOnKWWcWHEUFc,gcpxGGfCOOuO",16
"MT rfMajcvMkLV,IP nbIwfyrI",7
"MNmcYUIIt,LMlbXTHHs,25",4
"HZOTRewZARxC,TLAFDqiLMDjO,12",22
"UzefAXcpNx,LqvwROt",9
yJGwtb MrBcm,25
"odNGXjZhiEknLvZnLId,",16
NuMcFZQJMVJNUS,12
"lTIyvtxrRSr,yG",18
"lwQKXOyv ,vgAUHYif ,10",22
"ilYBWf aIKlYBRbkBIBL,wzMPKt oWYzMPFpyPWPZ,14",22
"fZNjxppcdVMogviL,tNBxlddq",18
"ZsdAgaZYOd,YrcZfz",23
"SDJfYU SJSrhwlkTdJiP,MXDzSO MDMlbqfeNxDcJ,20",14
"nPYAa,pRACc",9
"UItzDvV JojabfG,GUflPhH Va",1
UjIocUxKzTjfi,24
"ALOiiuBjRFQM,RCFzzlSaIWHD,17",19
"cECARYqF NuKcM,xZXVMTlA ",19
CGwtUkAxnoF,14
"PEKenEcRtOae,BQWqzQoDf",22
"rWNQNFrrDlqQiX,aFWZWOaaMuzZrG,9",5
"MKxdPsnsnO,OMzfRupupQ,2",15
"OQmNRjHzybprOnfcRIS ,RTpQUmKcbesuRqifUL",9
